id,full_name,email,password_hash,role,account_status,created_at,updated_at,profile_image_url,program_id,current_study_year,current_semester,must_change_password
102,Niv Vaknin,niv.vaknin@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Fourth,B,False
103,Tair Barel,tair.barel@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,First,A,False
104,Sapir Dayan,sapir.dayan@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Second,B,False
105,Yoni Caspit,yoni.caspit@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Third,A,False
106,Maayan Elbaz,maayan.elbaz@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Fourth,B,False
107,Ravid Farhi,ravid.farhi@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,First,A,False
108,Yuval Goldberg,yuval.goldberg@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Second,B,False
109,Noam Hakim,noam.hakim@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Third,A,False
110,Roei Israeli,roei.israeli@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Fourth,B,False
111,Moria Jerbi,moria.jerbi@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,First,A,False
112,Avi Koren,avi.koren@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Second,B,False
113,Meital Lahav,meital.lahav@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Third,A,False
114,Sagi Manor,sagi.manor@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Fourth,B,False
115,Tehila Nahum,tehila.nahum@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,First,A,False
116,Rotem Or,rotem.or@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Second,B,False
117,Yasmin Paz,yasmin.paz@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Third,A,False
118,Eli Rosen,eli.rosen@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Fourth,B,False
119,Amitai Sahar,amitai.sahar@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,First,A,False
120,Michal Tobias,michal.tobias@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Second,B,False
121,Noya Uzan,noya.uzan@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,3,Third,A,False
122,Adam Levi,adam.levi122@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,First,A,False
123,Noa Cohen,noa.cohen123@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Second,B,False
124,Daniel Mizrahi,daniel.mizrahi124@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Third,A,False
125,Maya Avraham,maya.avraham125@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Fourth,B,False
126,Eitan Biton,eitan.biton126@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,First,A,False
127,Shira Peretz,shira.peretz127@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Second,B,False
128,Amit Dahan,amit.dahan128@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Third,A,False
129,Tamar Azulay,tamar.azulay129@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Fourth,B,False
130,Ido Barak,ido.barak130@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,First,A,False
131,Hila Shalev,hila.shalev131@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Second,B,False
132,Roy Katz,roy.katz132@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Third,A,False
133,Neta Mor,neta.mor133@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Fourth,B,False
134,Omer Naveh,omer.naveh134@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,First,A,False
135,Yael Ben Ami,yael.benami135@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Second,B,False
136,Lior Shapira,lior.shapira136@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Third,A,False
137,Roni Tal,roni.tal137@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Fourth,B,False
138,Gal Friedman,gal.friedman138@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,First,A,False
139,Dana Amar,dana.amar139@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Second,B,False
140,Yair Golan,yair.golan140@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Third,A,False
141,Alma Harari,alma.harari141@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,4,Fourth,B,False
142,Itai Romano,itai.romano142@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Second,B,False
143,Keren Ben David,keren.bendavid143@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Third,A,False
144,Uri Shamir,uri.shamir144@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Fourth,B,False
145,Dafna Malka,dafna.malka145@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,First,A,False
146,Eden Sela,eden.sela146@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Second,B,False
147,Nadav Zohar,nadav.zohar147@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Third,A,False
148,Hagar Green,hagar.green148@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Fourth,B,False
149,Oren Lavi,oren.lavi149@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,First,A,False
150,Talia Klein,talia.klein150@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Second,B,False
151,Avner Shani,avner.shani151@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Third,A,False
152,Yarden Rahav,yarden.rahav152@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Fourth,B,False
153,Adi Ohana,adi.ohana153@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,First,A,False
154,Guy Maman,guy.maman154@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Second,B,False
155,Shani Atias,shani.atias155@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Third,A,False
156,Matan Carmi,matan.carmi156@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Fourth,B,False
157,Linoy Kadosh,linoy.kadosh157@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,First,A,False
158,Ariel Yosef,ariel.yosef158@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Second,B,False
159,Bar Sasson,bar.sasson159@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Third,A,False
160,Ofir Hadad,ofir.hadad160@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,Fourth,B,False
161,Chen Tzur,chen.tzur161@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,5,First,A,False
162,Niv Vaknin,niv.vaknin162@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Third,A,False
163,Tair Barel,tair.barel163@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Fourth,B,False
164,Sapir Dayan,sapir.dayan164@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,First,A,False
165,Yoni Caspit,yoni.caspit165@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Second,B,False
166,Maayan Elbaz,maayan.elbaz166@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Third,A,False
167,Ravid Farhi,ravid.farhi167@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Fourth,B,False
168,Yuval Goldberg,yuval.goldberg168@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,First,A,False
169,Noam Hakim,noam.hakim169@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Second,B,False
170,Roei Israeli,roei.israeli170@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Third,A,False
171,Moria Jerbi,moria.jerbi171@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Fourth,B,False
172,Avi Koren,avi.koren172@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,First,A,False
173,Meital Lahav,meital.lahav173@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Second,B,False
174,Sagi Manor,sagi.manor174@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Third,A,False
175,Tehila Nahum,tehila.nahum175@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Fourth,B,False
176,Rotem Or,rotem.or176@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,First,A,False
177,Yasmin Paz,yasmin.paz177@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Second,B,False
178,Eli Rosen,eli.rosen178@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Third,A,False
179,Amitai Sahar,amitai.sahar179@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Fourth,B,False
180,Michal Tobias,michal.tobias180@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,First,A,False
181,Noya Uzan,noya.uzan181@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,6,Second,B,False
182,Adam Levi,adam.levi182@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Fourth,B,False
183,Noa Cohen,noa.cohen183@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,First,A,False
184,Daniel Mizrahi,daniel.mizrahi184@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Second,B,False
185,Maya Avraham,maya.avraham185@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Third,A,False
186,Eitan Biton,eitan.biton186@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Fourth,B,False
187,Shira Peretz,shira.peretz187@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,First,A,False
188,Amit Dahan,amit.dahan188@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Second,B,False
189,Tamar Azulay,tamar.azulay189@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Third,A,False
190,Ido Barak,ido.barak190@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Fourth,B,False
191,Hila Shalev,hila.shalev191@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,First,A,False
192,Roy Katz,roy.katz192@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Second,B,False
193,Neta Mor,neta.mor193@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Third,A,False
194,Omer Naveh,omer.naveh194@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Fourth,B,False
195,Yael Ben Ami,yael.benami195@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,First,A,False
196,Lior Shapira,lior.shapira196@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Second,B,False
197,Roni Tal,roni.tal197@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Third,A,False
198,Gal Friedman,gal.friedman198@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Fourth,B,False
199,Dana Amar,dana.amar199@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,First,A,False
200,Yair Golan,yair.golan200@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T00:00:00.000Z""","""2026-05-24T00:00:00.000Z""",,7,Second,B,False
